"","x"
"1",0.00133433305354531
"2",0.00133433305354531
"3",0.00133433305354531
"4",0.496673990744104
"5",1.61723726715348e-05
"6",0.0305177385255678
"7",0.00377539033305991
"8",0.246685053081675
"9",0.00377539033305991
"10",0.246685053081675
"11",0.311495920465898
"12",0.0486599213219495
"13",0.393334364019095
"14",0.0433028657635679
"15",0.350031498255509
"16",0.311495920465898
"17",0.277202791607255
"18",0.000130726679094908
"19",0.0546797054030179
"20",0.393334364019095
"21",0.558118195784637
"22",0.00771583032244756
"23",4.71512129697992e-05
"24",0.0878397991940303
"25",0.644158527422903
"26",0.702331961591221
"27",0.702331961591221
"28",0.624295076969974
"29",0.493270184272572
"30",0.438462386020064
"31",0.438462386020064
"32",0.054807798252508
"33",0.054807798252508
"34",0.624295076969974
"35",0.0182615047479912
"36",0.0182615047479912
"37",0.00571639978952445
"38",4.50652102244468e-05
"39",0.0118135744690774
"40",0.483884010253409
"41",0.00246777091189071
"42",0.00883645015071967
"43",0.00764233526548729
"44",0.0653897311153256
"45",0.646911337926677
"46",0.101079896551043
"47",0.646911337926677
"48",0.0756068766020952
"49",0.813917769376069
"50",0.052746818817175
"51",0.539189703464462
"52",0.539189703464462
"53",6.06708093522198e-05
"54",0.000761981761469466
"55",0.357192762292139
"56",8.02688093363678e-11
"57",0.052746818817175
"58",0.052746818817175
"59",0.00378897508455534
"60",0.000936190104380672
"61",0.847457627118653
"62",0.847457627118653
"63",0.266038163730527
"64",0.056506505976364
"65",0.437109216230481
"66",0.313925033202018
"67",0.225456070958076
"68",0.161919039757312
"69",0.0291454271563164
"70",0.00730477669904183
"71",0.00730477669904183
"72",8.25947587494246e-05
"73",0.00730477669904183
"74",0.00730477669904183
"75",0.266038163730527
"76",0.0505668704697927
"77",0.576462323355625
"78",0.576462323355625
"79",0.525895452885842
"80",0.576462323355625
"81",0.576462323355625
"82",0.479764272808146
"83",0.525895452885842
"84",0.0554290695534257
"85",0.525895452885842
"86",0.525895452885842
"87",0.525895452885842
"88",5.92080277370242e-05
"89",5.92080277370242e-05
"90",0.576462323355625
"91",5.19368664359873e-06
"92",0.759251159601106
"93",0.827586206896552
"94",0.0553925641485015
"95",0.321276872061309
"96",0.00654108757012113
"97",0.0553925641485015
"98",0.220042185858875
"99",0.150706657615591
"100",0.220042185858875
"101",0.56681290745828
"102",0.56681290745828
"103",0.321276872061309
"104",0.0203596590322658
"105",0.00781942768588751
"106",0.538425888638849
"107",0.438027366535847
"108",0.0585245531129183
"109",5.51489935176829e-05
"110",0.538425888638849
