"","res","",""
"3774","1100","4","1111"
"3775","1100","3","111"
"3776","1100","4","1111"
"3777","1101","8","00000000"
"3778","1101","12","001100100000"
"3779","1101","10","0010110100"
"3780","1101","4","1010"
"3781","1102","4","00000000000"
"3782","1102","8","00000000"
"3783","1102","8","10000000"
"3784","1102","7","0000000"
"3785","1102","12","000000000000"
"3786","1102","12","000000000000"
"3787","1102","12","000000000000"
"3788","1102","16","0000000000000000"
"3789","1102","9","000000000"
"3790","1102","8","00000010"
"3791","1102","5","00000"
"3792","1102","4","0010"
"3793","1102","4","0000"
"3794","1103","4","00"
"3795","1103","8","00"
"3796","1103","8","11111111"
"3797","1103","8","11111111"
"3798","1103","4","0000"
"3799","1103","6","111011"
"3800","1103","4","0000"
"3801","1103","5","11111"
"3802","1103","5","10011"
"3803","1103","3","111"
"3804","1103","3","000"
"3805","1104","3","1"
"3806","1104","5","1"
"3807","1104","5","1"
"3808","1104","7","1110101"
"3809","1104","8","00000000"
"3810","1104","17","10000000000001111"
"3811","1104","9","000010000"
"3812","1104","6","011001"
"3813","1104","6","000100"
"3814","1104","6","111101"
"3815","1104","5","11011"
"3816","1104","6","111101"
"3817","1104","4","0001"
"3818","1105","7","1101111"
"3819","1105","7","1111111"
"3820","1105","7","1111111"
"3821","1105","6","111111"
"3822","1105","3","101"
"3823","1105","4","1101"
"3824","1105","4","1101"
"3825","1105","4","1111"
"3826","1105","5","11111"
"3827","1106","3","011"
"3828","1106","3","011"
"3829","1106","3","111"
"3830","1106","3","011"
"3831","1106","5","10110"
"3832","1106","5","11011"
"3833","1106","4","1111"
"3834","1106","3","111"
"3835","1106","4","1111"
"3836","1106","5","11111"
"3837","1106","5","11111"
"3838","1106","5","11111"
"3839","1106","4","0101"
"3840","1106","4","1100"
"3841","1107","7","1111111"
"3842","1107","5","11111"
"3843","1107","5","11111"
"3844","1107","3","110"
"3845","1107","3","110"
"3846","1107","3","110"
"3847","1107","3","111"
"3848","1108","3","111"
"3849","1108","4","1001"
"3850","1108","6","011011"
"3851","1108","7","1111111"
"3852","1109","3","111"
"3853","1109","6","111111"
"3854","1110","3","000"
"3855","1110","3","111"
"3856","1110","6","111010"
"3857","1110","8","11111110"
"3858","1110","8","11111110"
"3859","1110","7","1011110"
"3860","1110","6","111110"
"3861","1110","7","0111111"
"3862","1111","8","11111101"
"3863","1111","7","1111101"
"3864","1111","4","0000"
"3865","1111","3","000"
"3866","1111","3","101"
"3867","1111","3","101"
"3868","1111","5","11111"
"3869","1111","6","111111"
"3870","1111","8","10011111"
"3871","1111","8","11111011"
"3872","1111","8","11111011"
"3873","1111","5","11111"
"3874","1111","4","1111"
"3875","1112","5","11111"
"3876","1112","8","10101111"
"3877","1112","5","00000"
"3878","1112","7","1111101"
"3879","1112","6","111111"
"3880","1112","6","111111"
"3881","1112","3","111"
"3882","1113","4","1111"
"3883","1113","4","1111"
"3884","1113","4","1111"
"3885","1113","7","1111111"
"3886","1113","6","111111"
"3887","1113","5","11111"
"3888","1113","5","11111"
"3889","1113","5","11110"
"3890","1113","3","010"
"3891","1114","5","00000"
"3892","1114","6","101111"
"3893","1114","5","11111"
"3894","1114","3","111"
"3895","1114","3","111"
"3896","1114","3","111"
"3897","1115","5","11111"
"3898","1115","5","11111"
"3899","1115","5","11111"
"3900","1115","4","0000"
"3901","1115","4","1101"
"3902","1116","5","11100"
"3903","1116","4","1000"
"3904","1116","3","000"
"3905","1116","6","000000"
"3906","1116","6","000000"
"3907","1116","3","000"
"3908","1116","8","00000000"
"3909","1116","8","01111111"
"3910","1116","5","11111"
"3911","1116","3","111"
"3912","1117","5","01111"
"3913","1117","5","11111"
"3914","1117","7","1111111"
"3915","1117","7","1001111"
"3916","1117","6","111111"
"3917","1117","8","11111111"
"3918","1117","6","000011"
"3919","1117","6","111111"
"3920","1117","3","101"
"3921","1117","3","111"
"3922","1117","3","011"
"3923","1117","3","000"
"3924","1118","8","11111111"
"3925","1118","8","11101111"
"3926","1118","5","11111"
"3927","1118","8","11111111"
"3928","1118","6","101111"
"3929","1118","8","11111111"
"3930","1118","7","1111111"
"3931","1118","4","0000"
"3932","1118","3","000"
"3933","1119","6","111111"
"3934","1119","7","1111111"
"3935","1119","6","111111"
"3936","1119","6","111111"
"3937","1119","6","111111"
"3938","1119","7","1111111"
"3939","1119","6","111111"
"3940","1119","5","11111"
"3941","1119","5","11111"
"3942","1119","5","11111"
"3943","1119","3","000"
"3944","1120","3","1"
"3945","1120","3","111"
"3946","1120","3","111"
"3947","1120","3","111"
"3948","1120","6","111111"
"3949","1120","9","111111111"
"3950","1120","5","11111"
"3951","1120","8","11111111"
"3952","1121","6","0"
"3953","1121","8","11110111"
"3954","1121","11","11111111111"
"3955","1121","10","1111111111"
"3956","1121","11","11111111111"
"3957","1121","12","111111111110"
"3958","1121","13","1110111111111"
"3959","1121","10","1111111111"
"3960","1121","6","101101"
"3961","1121","7","1010110"
"3962","1121","7","0101101"
"3963","1121","6","101111"
"3964","1121","5","11110"
"3965","1122","5","111"
"3966","1122","6","111111"
"3967","1122","5","11111"
"3968","1122","3","111"
"3969","1123","4","1"
"3970","1123","4","1"
"3971","1123","8","11111111"
"3972","1123","13","1110111111110"
"3973","1123","4","1101"
"3974","1124","7","1101111"
"3975","1124","9","111111111"
"3976","1124","7","1111111"
"3977","1124","7","1111111"
"3978","1124","7","1111111"
"3979","1124","7","0111111"
"3980","1124","6","111111"
"3981","1124","4","1111"
"3982","1125","4","11"
"3983","1125","4","11"
"3984","1125","4","1111"
"3985","1125","7","1111111"
"3986","1125","4","1111"
"3987","1125","4","1111"
"3988","1125","3","111"
"3989","1126","4","000000000000000"
"3990","1126","4","000000000000000"
"3991","1126","6","000000000000000"
"3992","1126","8","11111111"
"3993","1126","5","11111"
"3994","1126","4","1111"
"3995","1126","3","010"
"3996","1127","6","111110"
"3997","1127","4","1111"
"3998","1127","5","11111"
"3999","1128","8","11"
"4000","1128","9","111111111"
"4001","1128","9","111111111"
"4002","1128","7","1111111"
"4003","1128","5","11111"
"4004","1128","9","111111111"
"4005","1128","8","11111111"
"4006","1128","8","11111111"
"4007","1128","10","1111111111"
"4008","1128","6","111111"
"4009","1128","6","111111"
"4010","1128","4","0111"
"4011","1128","3","111"
"4012","1128","3","111"
"4013","1129","3","00"
"4014","1129","5","11101"
"4015","1129","6","111111"
"4016","1129","6","111111"
"4017","1129","9","111111111"
"4018","1129","8","11111111"
"4019","1129","3","010"
"4020","1129","7","1000111"
"4021","1130","6","0000000"
"4022","1130","6","000000"
"4023","1130","4","0000"
"4024","1130","6","000000"
"4025","1130","14","00000000001000"
"4026","1130","9","011111101"
"4027","1131","8","00000000"
"4028","1131","3","010"
"4029","1131","3","010"
"4030","1131","11","00000000000"
"4031","1131","7","0000000"
"4032","1131","6","000000"
"4033","1131","7","0000000"
"4034","1131","6","000000"
"4035","1131","7","0000000"
"4036","1131","10","0000000000"
"4037","1131","3","000"
"4038","1131","3","000"
"4039","1132","3","00"
"4040","1132","4","00"
"4041","1132","4","0111"
"4042","1132","3","111"
"4043","1132","4","1111"
"4044","1132","3","111"
"4045","1132","3","111"
"4046","1132","3","011"
"4047","1132","3","011"
"4048","1133","5","11111"
"4049","1133","11","11111111101"
"4050","1133","3","111"
"4051","1133","3","111"
"4052","1134","5","10011"
"4053","1134","8","01111111"
"4054","1134","9","010011001"
"4055","1134","9","111111101"
"4056","1134","3","100"
"4057","1135","3","01"
"4058","1135","4","01"
"4059","1135","6","01"
"4060","1135","5","11111"
"4061","1135","3","111"
"4062","1136","3","000"
"4063","1136","3","000"
"4064","1137","5","11111"
"4065","1137","6","000000"
"4066","1137","6","100111"
"4067","1137","6","111111"
"4068","1137","5","11111"
"4069","1137","5","00000"
"4070","1138","5","00000"
"4071","1138","5","00000"
"4072","1138","9","000000000"
"4073","1138","10","0000000000"
"4074","1138","6","000000"
"4075","1138","7","0000000"
"4076","1138","3","000"
"4077","1139","3","0"
"4078","1139","3","0"
"4079","1139","3","0"
"4080","1139","4","0"
"4081","1139","4","0"
"4082","1139","3","011"
"4083","1139","4","0110"
"4084","1139","6","111111"
"4085","1139","4","1111"
"4086","1139","4","1111"
"4087","1139","4","0111"
"4088","1139","5","01111"
"4089","1139","3","110"
"4090","1140","3","111"
"4091","1140","9","111111111"
"4092","1140","3","111"
"4093","1140","3","111"
"4094","1140","4","1111"
"4095","1140","4","1110"
"4096","1140","4","1110"
"4097","1140","3","000"
"4098","1140","4","1110"
"4099","1140","4","1111"
"4100","1140","3","111"
"4101","1140","3","111"
"4102","1140","4","1101"
"4103","1140","3","101"
"4104","1140","3","111"
"4105","1141","4","0010"
"4106","1141","4","1011"
"4107","1141","6","111101"
"4108","1142","4","00"
"4109","1142","5","00"
"4110","1142","5","11101"
"4111","1142","7","0100011"
"4112","1142","9","000000000"
"4113","1143","4","0"
"4114","1143","4","0"
"4115","1143","6","111111"
"4116","1143","5","11111"
"4117","1143","4","1111"
"4118","1143","4","1111"
"4119","1143","3","110"
"4120","1143","3","111"
"4121","1143","3","111"
"4122","1144","5","00000"
"4123","1144","5","00000"
"4124","1144","4","1000"
"4125","1144","13","0000000000000"
"4126","1144","9","111111111"
"4127","1144","8","11111111"
"4128","1144","11","00000000000"
"4129","1144","12","000000000000"
"4130","1144","14","00000000000000"
"4131","1144","14","00000000000000"
"4132","1144","9","111111111"
"4133","1144","4","1111"
"4134","1145","3","000"
"4135","1145","8","10011111"
"4136","1145","8","01111111"
"4137","1145","8","11101011"
"4138","1145","3","011"
"4139","1146","5","011"
"4140","1146","5","011"
"4141","1146","7","0111111"
"4142","1146","7","1111111"
"4143","1146","6","111111"
"4144","1146","7","1111111"
"4145","1146","8","11111111"
"4146","1146","8","11111111"
"4147","1146","8","11111111"
"4148","1146","6","111111"
"4149","1146","4","1111"
"4150","1146","3","100"
"4151","1146","4","1111"
"4152","1146","4","1111"
"4153","1146","4","1111"
"4154","1146","4","0000"
"4155","1146","4","1111"
"4156","1147","3","0"
"4157","1147","7","1000111"
"4158","1147","5","11111"
"4159","1147","8","11111111"
"4160","1147","9","111111111"
"4161","1147","7","1111111"
"4162","1147","8","11111111"
"4163","1147","5","11111"
"4164","1147","4","1111"
"4165","1148","3","111"
"4166","1148","3","010"
"4167","1148","6","111111"
"4168","1149","7","1111111"
"4169","1149","7","1111111"
"4170","1149","5","11111"
"4171","1149","5","11111"
"4172","1149","3","111"
"4173","1149","4","1111"
"4174","1149","4","1111"
"4175","1149","4","0001"
"4176","1149","5","01111"
"4177","1149","5","11111"
"4178","1150","3","111"
"4179","1150","3","111"
"4180","1150","4","1111"
"4181","1150","6","111111"
"4182","1150","7","1111111"
"4183","1150","7","1111111"
"4184","1150","6","111111"
"4185","1150","4","1111"
"4186","1150","5","10111"
"4187","1150","5","11011"
"4188","1150","5","11101"
"4189","1150","4","0000"
"4190","1150","5","11101"
"4191","1151","5","11111"
"4192","1151","5","11111"
"4193","1151","5","11111"
"4194","1151","4","1111"
"4195","1152","8","00000000"
"4196","1152","10","0000000000"
"4197","1152","10","0000000000"
"4198","1152","9","111111111"
"4199","1153","5","11"
"4200","1153","5","11"
"4201","1153","5","00000"
"4202","1153","6","111111"
"4203","1153","6","111111"
"4204","1153","7","1111111"
"4205","1153","5","11111"
"4206","1154","6","110110"
"4207","1154","5","11111"
"4208","1154","5","11111"
"4209","1154","7","1011111"
"4210","1154","6","000000"
"4211","1154","6","111111"
"4212","1154","6","111111"
"4213","1154","6","111111"
"4214","1154","5","00000"
"4215","1154","7","1111110"
"4216","1155","6","111111"
"4217","1155","6","101111"
"4218","1155","5","11111"
"4219","1155","5","11111"
"4220","1155","4","1111"
"4221","1155","4","1111"
"4222","1155","7","1111111"
"4223","1155","10","1110111111"
"4224","1155","3","111"
"4225","1155","4","1111"
"4226","1156","3","111"
"4227","1156","3","111"
"4228","1157","5","11011"
"4229","1157","6","111001"
"4230","1157","4","1111"
"4231","1157","5","11111"
"4232","1157","5","11111"
"4233","1158","11","11111111111"
"4234","1158","9","111111111"
"4235","1158","3","111"
"4236","1159","7","0000000"
"4237","1159","8","00000000"
"4238","1159","7","0000000"
"4239","1160","8","0"
"4240","1160","7","1101111"
"4241","1160","4","1110"
"4242","1160","5","11111"
"4243","1160","4","1111"
"4244","1160","5","11110"
"4245","1160","7","1111001"
"4246","1160","10","1001011011"
"4247","1160","8","01111111"
"4248","1160","7","1111101"
"4249","1161","4","1111"
"4250","1162","4","0"
"4251","1162","6","0"
"4252","1162","6","111111"
"4253","1162","6","111111"
"4254","1162","6","111111"
"4255","1162","6","011111"
"4256","1162","7","1111111"
"4257","1162","7","1111111"
"4258","1162","8","11111111"
"4259","1162","6","111111"
"4260","1162","6","111100"
"4261","1162","7","1111111"
"4262","1162","9","111111111"
"4263","1162","7","1111111"
"4264","1162","7","1111111"
"4265","1162","5","10111"
"4266","1162","9","011111111"
"4267","1163","5","11110"
"4268","1163","7","0000000"
"4269","1163","8","11111111"
"4270","1163","7","0000000"
"4271","1163","11","11111111011"
"4272","1163","7","0000000"
"4273","1163","3","101"
"4274","1164","5","11111"
"4275","1164","4","1111"
"4276","1164","4","1111"
"4277","1164","4","1011"
"4278","1164","7","1111111"
"4279","1164","7","1111111"
"4280","1164","6","111111"
"4281","1164","4","1111"
"4282","1164","4","1111"
"4283","1164","8","11111111"
"4284","1165","6","1"
"4285","1165","4","0000"
"4286","1165","6","111111"
"4287","1165","3","110"
"4288","1165","4","0111"
"4289","1165","4","1110"
"4290","1165","4","1110"
"4291","1165","3","110"
"4292","1165","3","011"
"4293","1166","7","0000000"
"4294","1166","8","00000100"
"4295","1166","5","11110"
"4296","1166","13","0000000000000"
"4297","1166","9","111111111"
"4298","1166","11","00000000000"
"4299","1166","3","111"
"4300","1167","3","0"
"4301","1167","4","1101"
"4302","1167","7","1101111"
"4303","1167","8","11111111"
"4304","1167","8","11111111"
"4305","1167","9","111111111"
"4306","1167","3","111"
"4307","1167","4","1111"
"4308","1167","3","111"
"4309","1168","6","111111"
"4310","1168","6","111111"
"4311","1168","6","111111"
"4312","1168","3","000"
"4313","1168","7","1111111"
"4314","1168","11","11111111111"
"4315","1168","5","00000"
"4316","1168","9","111111111"
"4317","1168","8","00011000"
"4318","1168","6","000000"
"4319","1168","6","111111"
"4320","1168","4","0000"
"4321","1168","7","1111111"
"4322","1168","6","000000"
"4323","1168","11","11111110010"
"4324","1168","9","111011111"
"4325","1168","9","111111111"
"4326","1168","11","11111111111"
"4327","1168","9","111111111"
"4328","1169","5","11111"
"4329","1169","6","111111"
"4330","1169","4","1010"
"4331","1169","3","000"
"4332","1169","4","1110"
"4333","1170","5","1"
"4334","1170","4","1"
"4335","1170","8","1"
"4336","1170","8","01111111"
"4337","1170","12","111111100110"
"4338","1170","6","111111"
"4339","1170","6","000000"
"4340","1170","11","11111111111"
"4341","1170","11","11111111111"
"4342","1170","7","0000101"
"4343","1170","12","111111110111"
"4344","1170","9","111111111"
"4345","1170","3","111"
"4346","1171","5","111"
"4347","1171","3","000"
"4348","1171","6","010111"
"4349","1171","4","0000"
"4350","1171","7","1111111"
"4351","1171","8","01011110"
"4352","1171","5","11111"
"4353","1171","8","11101111"
"4354","1171","5","00000"
"4355","1171","6","000000"
"4356","1171","3","000"
"4357","1172","6","1"
"4358","1172","7","1111111"
"4359","1172","6","101110"
"4360","1172","4","1111"
"4361","1172","7","1111111"
"4362","1172","7","1111111"
"4363","1172","6","111111"
"4364","1172","5","11111"
"4365","1172","6","111111"
"4366","1172","5","11111"
"4367","1173","4","1101"
"4368","1173","4","0111"
"4369","1173","4","1111"
"4370","1173","4","1111"
"4371","1173","3","111"
"4372","1174","7","1110111"
"4373","1174","7","1111111"
"4374","1174","9","110111111"
"4375","1174","10","1111111111"
"4376","1174","10","1101110111"
"4377","1174","6","111111"
"4378","1174","3","111"
"4379","1174","7","1111111"
"4380","1174","4","0111"
